intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
15650000,0.06582267833109018,0.00668032611943484,0.06582267833109018,0.025959597328166707,1.2242811501597444,1.0,0.5787931237152174,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_000003025.6 pig (Sus scrofa),2edac3821d65091319e98478f22e942c,0.00668032611943484,15650000,0,222110000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.9480492372114512,0.9064606874724865,0.9272549623419688,0.9480492372114512,False,1916,1916,73807,Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa;unclassified Sus scrofa subspecies/strain
280000,0.0011776581426648722,0.1686746987951807,0.0011776581426648722,0.0005555028655818554,1.4642857142857142,1.0,0.7310531960878115,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_016296485.1 Oscillospiraceae bacterium,e4341dee10e35a1c98ff401e0cf55bd9,0.1686746987951807,280000,90,144260000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8761309142914978,0.965704191796411,0.9209175530439544,0.965704191796411,False,41,40589,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS1668;s__UMGS1668 sp016296485
1980000,0.008327725437415882,0.07671232876712329,0.0011776581426648722,0.001544568943325159,4.071428571428571,4.0,2.0516295166207246,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_022782435.1 Lachnospiraceae bacterium,03ed41398d0b06cb38dbb431edff3317,0.5424657534246575,280000,91,143980000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.9103869167407983,0.9880788749956784,0.9492328958682383,0.9880788749956784,False,114,40703,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp004556565
270000,0.0011355989232839838,0.1125,0.0011355989232839838,0.00044711206254149336,1.2222222222222223,1.0,0.41573970964154905,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_004551945.1 Clostridiales bacterium,531850dbc7d7f15da9dcff1677d6bf28,0.1125,270000,92,143710000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8755063758700702,0.9580653809266106,0.9167858783983405,0.9580653809266106,False,33,40736,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia sp004551945
300000,0.0012617765814266486,0.06521739130434782,0.0011355989232839838,0.00042001436178140287,1.1481481481481481,1.0,0.3552467795046459,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_028317465.1 Thomasclavelia ramosa,5f3925dfad18cd11e8445216f16b3ffd,0.07246376811594203,270000,93,143440000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8773169474732266,0.949837757983389,0.9135773527283078,0.949837757983389,False,31,40767,73807,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia ramosa
260000,0.0010935397039030955,0.12380952380952381,0.0010935397039030955,0.0005961494167219911,1.6923076923076923,1.0,1.2940464493277477,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_028872295.1 Clostridiales bacterium,daa79a8dac867fac64ee87ef8fc6259d,0.12380952380952381,260000,94,143180000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8748587351802053,0.9598665641512947,0.91736264966575,0.9598665641512947,False,44,40811,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp004556965
250000,0.0010514804845222073,0.1358695652173913,0.0010514804845222073,0.0005826005663419458,1.72,1.0,1.9903768487399565,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_900459405.1 Streptococcus hyointestinalis,b48a007e2db3df81f65e948d8db06e83,0.1358695652173913,250000,95,142930000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8741861980602252,0.9616175831585457,0.9179018906093854,0.9616175831585457,False,43,40854,73807,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus hyointestinalis
250000,0.0010514804845222073,0.10822510822510822,0.0010514804845222073,0.0005690517159619007,1.68,1.0,1.7825823964125755,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_030844805.1 Oscillospiraceae bacterium,9281a2ebff57b0b4f5151bf5ef5ec6ee,0.10822510822510822,250000,96,142680000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8741861980602252,0.9573379065056008,0.9157620522829131,0.9573379065056008,False,42,40896,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter segnis
330000,0.0013879542395693137,0.09225092250922509,0.0010514804845222073,0.0004064655114013576,1.2,1.0,0.4,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_022782135.1 Lachnospiraceae bacterium,86b06c757fa205fc8eb76cf0d98c70df,0.12177121771217712,250000,97,142430000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8789580340963769,0.9595541828173637,0.9192561084568702,0.9595541828173637,False,30,40926,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAFBIX01;s__JAFBIX01 sp021531895
260000,0.0010935397039030955,0.09259259259259259,0.0010514804845222073,0.00042001436178140287,1.24,1.0,0.4270831300812524,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_029218525.1 Clostridiaceae bacterium,d09c6408aa98c53f0a15b994bebf85ae,0.0962962962962963,250000,98,142180000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8748587351802053,0.9551482320455693,0.9150034836128873,0.9551482320455693,False,31,40957,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__UMGS1384;g__JAAZKA01;s__JAAZKA01 sp016297585
270000,0.0011355989232839838,0.03636363636363636,0.001009421265141319,0.002465890769168236,7.583333333333333,1.0,19.004202751555304,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_011317135.1 Enterocloster aldenensis,6450c5497f80998d5aab40aa3de38190,0.04090909090909091,240000,99,141940000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8755063758700702,0.9392490856482103,0.9073777307591402,0.9392490856482103,False,182,41139,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster aldenensis
2070000,0.008706258411843876,0.044036697247706424,0.001009421265141319,0.0007587356212825342,2.3333333333333335,1.0,5.390320542932077,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_018344545.1 Escherichia coli,d60465feae5e5cb2c8e716cb4c7cda14,0.3798165137614679,240000,100,141700000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.9111807587868093,0.9811973121907868,0.9461890354887981,0.9811973121907868,False,56,41195,73807,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli
240000,0.001009421265141319,0.1016949152542373,0.001009421265141319,0.0004606609129215386,1.4166666666666667,1.0,0.5713045500334203,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_022773115.1 Clostridiales bacterium,602ce2e7c4c26159fe4f72909da1c278,0.1016949152542373,240000,101,141460000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8734867520623427,0.956170364776766,0.9148285584195543,0.956170364776766,False,34,41229,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG11247;s__RUG11247 sp902767315
240000,0.001009421265141319,0.14457831325301204,0.001009421265141319,0.0004606609129215386,1.4166666666666667,1.0,0.5713045500334204,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_945934335.1 uncultured Clostridia bacterium,3f5cc3ddd72d435e0da3c4c3a8cca6a1,0.14457831325301204,240000,102,141220000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8734867520623427,0.9627896975047106,0.9181382247835266,0.9627896975047106,False,34,41263,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp004557855
1040000,0.004374158815612382,0.13872832369942195,0.001009421265141319,0.0007587356212825342,2.3333333333333335,2.0,1.7950549357115013,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_029101165.1 Clostridiales bacterium,70fa04345cef0f5390de40007be263bc,0.6011560693641619,240000,103,140980000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8989655111728004,0.9900711744964147,0.9445183428346076,0.9900711744964147,False,56,41319,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245
840000,0.0035329744279946162,0.13529411764705881,0.0009673620457604306,0.0048098418849160645,15.434782608695652,16.0,6.45941232322544,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_004556205.1 Clostridiales bacterium,3153abec43b96c298fa7583e28d44d71,0.49411764705882355,230000,104,140750000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8952087602336478,0.9862719319244254,0.9407403460790367,0.9862719319244254,False,355,41674,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp004556205
230000,0.0009673620457604306,0.09745762711864407,0.0009673620457604306,0.0003522701098811766,1.1304347826086956,1.0,0.33678116053977536,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_945871265.1 uncultured bacterium,d0a821701c5e7e73d105720e9e44541d,0.09745762711864407,230000,105,140520000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8727581294689526,0.9553727713052433,0.914065450387098,0.9553727713052433,False,26,41700,73807,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__SFRY01;s__SFRY01 sp004562065
230000,0.0009673620457604306,0.14935064935064934,0.0009673620457604306,0.00042001436178140287,1.3478260869565217,1.0,0.865206467049235,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_034091295.1 Erysipelotrichaceae bacterium,fa0f725fe4fcbb74bfb6b297955eeb7a,0.14935064935064934,230000,106,140290000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8727581294689526,0.9634029740317693,0.918080551750361,0.9634029740317693,False,31,41731,73807,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__JAHHTG01;s__JAHHTG01 sp029097145
230000,0.0009673620457604306,0.08098591549295775,0.0009673620457604306,0.00042001436178140287,1.3478260869565217,1.0,0.69836427844387,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_022770765.1 Clostridiales bacterium,3a71befb8606e3eb843c169841c39929,0.08098591549295775,230000,107,140060000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8727581294689526,0.9519108228983062,0.9123344761836294,0.9519108228983062,False,31,41762,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Limiplasma;s__Limiplasma sp004556545
1190000,0.005005047106325706,0.10377358490566038,0.0009253028263795424,0.003427859146151449,11.5,12.5,5.821199501508571,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_018384665.1 Eubacteriales bacterium,62131ab2192c84e44ac921161e544a78,0.5613207547169812,220000,108,139840000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.9013435520449823,0.9887410619992856,0.9450423070221339,0.9887410619992856,False,253,42015,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__Phil1 sp001940855
300000,0.0012617765814266486,0.06340057636887608,0.0009253028263795424,0.00036581896026122184,1.2272727272727273,1.0,0.6695872664843744,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_009696415.1 [Clostridium] scindens,3ffe4ac01596d72a430cf460dca5e96d,0.08645533141210375,220000,109,139620000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8773169474732266,0.9531314061469576,0.9152241768100922,0.9531314061469576,False,27,42042,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_AP;s__Clostridium_AP scindens
1390000,0.005846231493943472,0.13836477987421383,0.0009253028263795424,0.00533824704973783,17.90909090909091,20.0,11.39341552631922,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_946409345.1 uncultured Mogibacterium sp.,7d7d68e61fac03ca67fa33d3102ecf82,0.8742138364779874,220000,110,139400000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.9040933088478977,0.997367583272285,0.9507304460600914,0.997367583272285,False,394,42436,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium_A;s__Mogibacterium_A kristiansenii
230000,0.0009673620457604306,0.07142857142857142,0.0009253028263795424,0.0005284051648217649,1.7727272727272727,1.0,1.5647194980053187,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_022778035.1 Intestinimonas butyriciproducens,815f903ba529031ce28690342a396460,0.07467532467532467,220000,111,139180000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8727581294689526,0.9503978249285499,0.9115779771987512,0.9503978249285499,False,39,42475,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__Intestinimonas butyriciproducens
230000,0.0009673620457604306,0.0763888888888889,0.0009253028263795424,0.00032517240912108606,1.0909090909090908,1.0,0.28747978728803447,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_022769855.1 Pseudoflavonifractor capillosus,0f1dd96da2f40f17ddcfb0ccd40c0187,0.0798611111111111,220000,112,138960000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8727581294689526,0.9516498066295679,0.9122039680492602,0.9516498066295679,False,24,42499,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__Pseudoflavonifractor sp902362925
690000,0.002902086137281292,0.08627450980392157,0.0009253028263795424,0.0004064655114013576,1.3636363636363635,1.0,0.5677270907634907,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_946011685.1 uncultured Mediterranea sp.,4b8af44bdd98f4b0fdc264effca313b3,0.27058823529411763,220000,113,138740000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.891762532654785,0.9746951435029632,0.933228838078874,0.9746951435029632,False,30,42529,73807,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp945879145
790000,0.003322678331090175,0.07191780821917808,0.0008832436069986541,0.00047420976330158384,1.6666666666666667,2.0,0.7126966450997985,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_945928315.1 uncultured Clostridia bacterium,d129b89b9f90a0712f8fdd798de989bb,0.2705479452054795,210000,114,138530000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8941321920405206,0.9746922976029386,0.9344122448217296,0.9746922976029386,False,35,42564,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp945928315
250000,0.0010514804845222073,0.11170212765957446,0.0008832436069986541,0.0004335632121614481,1.5238095238095237,1.0,0.9571310115353231,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_027683005.1 Holdemanella porci,feaf52c92ec7a70a3569bcc80cd673d6,0.13297872340425532,210000,115,138320000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8741861980602252,0.961212163839613,0.9176991809499191,0.961212163839613,False,32,42596,73807,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella porci
200000,0.0008411843876177658,0.10471204188481675,0.0008411843876177658,0.00039291666102131233,1.45,1.0,0.49749371855331,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_946002345.1 uncultured Phascolarctobacterium sp.,1b15a2f649bc937d9443df18a69adb71,0.10471204188481675,200000,116,138120000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8703696708932626,0.9567186666504336,0.9135441687718481,0.9567186666504336,False,29,42625,73807,d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp946002345
670000,0.0028179676985195154,0.08333333333333333,0.0008411843876177658,0.0003387212595011313,1.25,1.0,0.5361902647381804,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_022766185.1 Intestinimonas massiliensis (ex Afouda et al. 2020),4a8ed20a158e3a530154366796f762db,0.2791666666666667,200000,117,137920000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8912483632786987,0.9752918153408676,0.9332700893097832,0.9752918153408676,False,25,42650,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__Intestinimonas massiliensis
200000,0.0008411843876177658,0.07352941176470588,0.0008411843876177658,0.00029807470836099557,1.1,1.0,0.3,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_938023555.1 uncultured Clostridia bacterium,0f36a46224f60bcbd0c702497272c537,0.07352941176470588,200000,118,137720000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8703696708932626,0.9501096888804292,0.910239679886846,0.9501096888804292,False,22,42672,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Limiplasma;s__Limiplasma sp934621505
240000,0.001009421265141319,0.0966183574879227,0.0008411843876177658,0.00029807470836099557,1.1,1.0,0.3,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_945917175.1 uncultured Clostridia bacterium,908d46b30e17c90baf2d9822f6e0ef99,0.11594202898550725,200000,119,137520000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8734867520623427,0.9586316915047085,0.9160592217835256,0.9586316915047085,False,22,42694,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA3818;s__UBA3818 sp900557155
750000,0.0031544414535666218,0.1092896174863388,0.0008411843876177658,0.0008264798731827604,3.05,2.0,2.5391927851189244,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_004558665.1 Clostridiales bacterium,17c4143b5742b0f01e2860482a8d3e01,0.4098360655737705,200000,120,137320000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.893221697594942,0.9826619073361799,0.9379418024655609,0.9826619073361799,False,61,42755,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp934591815
200000,0.0008411843876177658,0.06688963210702341,0.0008411843876177658,0.0003387212595011313,1.25,1.0,0.4330127018922193,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_022763945.1 Clostridiales bacterium,6ad874ba419dcd0d6bd036b0269a0cea,0.06688963210702341,200000,121,137120000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8703696708932626,0.9483481902208939,0.9093589305570782,0.9483481902208939,False,25,42780,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Fimadaptatus;s__Fimadaptatus sp948467645
1340000,0.005635935397039031,0.09174311926605505,0.0008411843876177658,0.0005690517159619007,2.1,2.0,1.2609520212918492,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_034104445.1 Faecousia sp.,bb47b6ab61d38c4dde7c6d32d2b48832,0.6146788990825688,200000,122,136920000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.903444117044561,0.9905031228413188,0.9469736199429399,0.9905031228413188,False,42,42822,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp022781505
750000,0.0031544414535666218,0.10989010989010989,0.0008411843876177658,0.0008806752747029414,3.25,2.0,2.321098877687032,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_022772665.1 Eubacterium coprostanoligenes,66c3e8ffbecfbc30392216fcd1363d59,0.41208791208791207,200000,123,136720000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.893221697594942,0.9827674906997972,0.9379945941473695,0.9827674906997972,False,65,42887,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R coprostanoligenes
200000,0.0008411843876177658,0.08196721311475409,0.0008411843876177658,0.0003387212595011313,1.25,1.0,0.5361902647381804,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_958350305.1 uncultured Prevotella sp.,919433f80d346e9f9521baaa72ac43f5,0.08196721311475409,200000,124,136520000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8703696708932626,0.9521356510340622,0.9112526609636624,0.9521356510340622,False,25,42912,73807,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002251385
1360000,0.005720053835800807,0.07168458781362007,0.0008411843876177658,0.0006096982671020364,2.25,1.0,1.8674849396983098,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_004556315.1 Subdoligranulum variabile,344d408338587297a1d41bc4d430d7a3,0.4874551971326165,200000,125,136320000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.903706598345413,0.9860094394923902,0.9448580189189015,0.9860094394923902,False,45,42957,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900545545
980000,0.004121803499327052,0.10734463276836158,0.0007991251682368775,0.0012193965342040729,4.7368421052631575,4.0,3.6969703850180937,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_945877515.1 uncultured Clostridia bacterium,43cb2338dcfa7efdacd570bbe5c828a3,0.5536723163841808,190000,126,136130000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8979186779117692,0.9884751172686624,0.9431968975902159,0.9884751172686624,False,90,43047,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp945877515
190000,0.0007991251682368775,0.06690140845070422,0.0007991251682368775,0.00029807470836099557,1.1578947368421053,1.0,0.4880851839734581,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_034088485.1 Eubacteriales bacterium,2da020f16ac7aad25a3933b0f65124ae,0.06690140845070422,190000,127,135940000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8694947358963101,0.9483514637170112,0.9089230998066606,0.9483514637170112,False,22,43069,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__CAKUFI01;s__CAKUFI01 sp934647305
190000,0.0007991251682368775,0.06397306397306397,0.0007991251682368775,0.0005555028655818554,2.1578947368421053,1.0,4.9125313219275935,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_004166965.1 Turicibacter sanguinis,681c78e4c624f337139a448d9b1ae4e6,0.06397306397306397,190000,128,135750000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8694947358963101,0.9475195499815801,0.9085071429389451,0.9475195499815801,False,41,43110,73807,d__Bacteria;p__Bacillota;c__Bacilli;o__MOL361;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis
2620000,0.011019515477792733,0.038461538461538464,0.0007991251682368775,0.0020187787066267425,7.842105263157895,2.0,11.779836286480728,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_004171825.1 Escherichia coli,80676b53b3015ab9c675c5f108b4f428,0.5303643724696356,190000,129,135560000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.9154002556862606,0.9876418786840302,0.9515210671851454,0.9876418786840302,False,149,43259,73807,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli
1920000,0.008075370121130552,0.035781544256120526,0.0007991251682368775,0.0005826005663419458,2.263157894736842,1.0,3.415785418860622,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_009677245.1 Parabacteroides distasonis,d857b3953826eb2961e785e2e253cce6,0.3615819209039548,190000,130,135370000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.9098377860393131,0.9802512085736569,0.945044497306485,0.9802512085736569,False,43,43302,73807,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis
190000,0.0007991251682368775,0.10919540229885058,0.0007991251682368775,0.0003522701098811766,1.368421052631579,1.0,0.5813347903782768,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_034104585.1 Faecousia sp.,0361ec1ca4bea40e207f390676c06247,0.10919540229885058,190000,131,135180000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8694947358963101,0.9575054659183578,0.913500100907334,0.9575054659183578,False,26,43328,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp900546415
1260000,0.005299461641991925,0.06859205776173286,0.0007991251682368775,0.0017748993997859282,6.894736842105263,2.0,11.69297916584363,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_004557945.1 Bacteroidales bacterium,44f0547ab4c5ce83cde449825db065a5,0.4548736462093863,190000,132,134990000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.9023543020213884,0.9846728784514697,0.9435135902364291,0.9846728784514697,False,131,43459,73807,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565
